,시설명,분류,시군구 명칭,위도,경도,지번주소,전화번호,홈페이지,휴무일,운영시간,무료주차 가능여부,유료주차 가능여부,장애인용 출입문,휠체어 대여 가능 여부,장애인 화장실 유무,장애인 전용 주차장 여부,대형주차장 가능여부,시각장애인 안내견 동반 가능 여부,점자 가이드 여부,오디오 가이드(한국어)
134,가톨릭대학교박물관,2,1,37.58490098,127.004771,서울특별시 종로구 혜화동 90-1,02-740-9707,museum.catholic.ac.kr/site/museum/sub.do?Key=154,공휴일,"월-금 10:00-12:40, 14:10-17:00",0,1,1,0,1,1,0,1,0,0
135,가톨릭목포성지역사박물관,2,85,34.80058309,126.385437,전라남도 목포시 산정동 1839,061-276-8300,정보없음,"매주 월요일, 공휴일",화-일 10:00-17:00,1,0,0,0,0,0,0,0,0,0
136,가톨릭문화관,1,53,35.85131973,128.590969,대구광역시 남구 대명동 2009-2,053-476-6211,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
137,가톨릭문화원,1,19,35.20830896,128.577321,경상남도 창원시 마산합포구 오동동 107-23,055-249-7016,정보없음,"매주 토요일, 일요일, 공휴일",08:30-17:30,1,0,1,0,1,1,1,1,0,0
138,가톨릭소극장,1,12,35.10435395,129.028573,부산광역시 중구 대청동4가 81-1,051-462-1870,www.bccenter.or.kr/,"매주 토요일, 일요일, 공휴일",평일 09:00-17:00,0,1,1,0,1,1,0,1,1,0
139,가톨릭영상체험캠프,5,57,37.40783152,127.748203,경기도 양평군 양동면 쌍학리 357,정보없음,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,0,0,0
140,가평공설운동장,3,10,37.82543108,127.506125,경기도 가평군 가평읍 대곡리 316,031-8078-8073,www.gpfmc.or.kr/sub3/sub3_2-1.php,정보없음,"조기 06:00-09:00, 주간 09:00-18:00-야간 18:00-22:00",1,0,1,0,0,1,1,1,1,0
141,가평군목공예영농조합전시관,2,10,37.8158679,127.498129,경기도 가평군 가평읍 하색리 302-3,031-581-0550,정보없음,연중무휴,09:00-18:00,0,1,0,0,0,1,0,0,0,0
142,가평레일파크,5,10,37.82897059,127.515854,경기도 가평군 가평읍 읍내리 395-1,031-582-7788,www.railpark.co.kr/,정보없음,"09:00-17:00, 12:20-13:30 휴게시간, 설날, 추석 당일 14:00 운영시작",1,0,0,0,0,1,1,1,0,0
143,가평리틀야구장,3,10,37.8246218,127.504414,경기도 가평군 가평읍 대곡리 산 10,031-8078-8034,www.gpfmc.or.kr/sub3/sub3_10-4.php,정보없음,"조기 06:00-09:00, 주간 09:00-18:00-야간 18:00-22:00",1,0,1,0,0,1,1,1,1,0
144,가평무브베이스볼파크,3,10,37.67733452,127.483826,경기도 가평군 설악면 선촌리 375-5,031-8078-8034,정보없음,정보없음,"조기 06:00-09:00, 주간 09:00-18:00-야간 18:00-22:00",1,0,0,0,0,0,0,1,0,0
145,가평문화창작공간,1,10,37.82188739,127.506334,경기도 가평군 가평읍 대곡리 386,0507-1373-7002,정보없음,공연별 상이,공연에 따라 다름,1,0,1,0,0,0,1,1,0,0
146,가평미술관,2,10,37.7869614,127.45473,경기도 가평군 청평면 상천리 524,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
147,가평베네스트GC,4,10,37.7971308,127.305446,경기도 가평군 상면 상동리 산 52,1577-9727,www.golfsamsung.com/,정보없음,정보없음,1,0,1,0,0,1,1,0,0,0
148,가평별빛누리글램핑,5,10,37.75386146,127.4064,경기도 가평군 상면 덕현리 132-3,0507-1436-3424,https://url.kr/q3bhcn,정보없음,입실 15:00퇴실 11:00,1,0,0,0,0,0,0,1,0,1
149,가평수목원,5,10,37.78376769,127.322918,경기도 가평군 상면 상동리 30-6,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
150,가평썰매장,4,10,37.75548501,127.402402,경기도 가평군 상면 덕현리 157-3,031-8078-8048,www.gp4s.co.kr/,"매달 1번째 수, 목요일 정기 휴무",10:00-17:00,1,0,0,0,0,1,1,0,0,0
151,가평종합운동장,1,10,37.82543108,127.506125,경기도 가평군 가평읍 대곡리 316,031-8078-8073,www.gpfmc.or.kr/sub3/sub3_2-1.php,정보없음,정보없음,1,0,1,0,0,1,1,1,1,1
152,가평탑랜드번지점프대,4,10,37.80604214,127.526029,경기도 가평군 가평읍 달전리 108-3,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
153,가평현암농경유물박물관,2,10,37.87934605,127.548121,경기도 가평군 북면 이곡리 13-45,031-581-0612,jat.invil.org/index.html?menuno=2194&lnb=40101,"매주 일요일, 공휴일",오전10시-오후5시(토요일 오전10시-오후1시) ,1,0,0,0,0,0,0,0,0,1
154,가회민화박물관,2,1,37.58150935,126.985229,서울특별시 종로구 가회동 28,02-741-0466,www.gahoemuseum.org/new/,매주 월요일,화요일-일요일 10:00-18:00,0,0,0,0,0,0,0,0,0,0
155,각산산성,7,66,34.94417761,128.05344,경상남도 사천시 실안동 산 196,055-831-2716,https://url.kr/bwsj6m,연중무휴,상시개방,0,0,0,0,0,0,0,1,0,0
156,각산재,5,81,35.60856825,128.841207,경상북도 청도군 매전면 내리 420,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
157,간동종합운동장,3,86,38.05713589,127.800795,강원도 화천군 간동면 유촌리 179,033-440-4551,https://url.kr/knmdf9,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
158,간동종합운동장축구장,3,86,38.05713589,127.800795,강원도 화천군 간동면 유촌리 179,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
159,간동종합운동장풋살장,3,86,38.05716262,127.801432,강원도 화천군 간동면 도송리 1075-5,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
160,간드락게스트하우스,1,45,33.48528887,126.543974,제주특별자치도 제주시 아라이동 1371-5,0507-1310-2025,정보없음,매주 월요일,매일 10:00-06:00,1,0,0,0,0,0,0,0,0,0
161,간송미술관,2,24,37.59446244,126.996239,서울특별시 성북구 성북동 81-2,02-744-7830,kansong.org/,정보없음,10:00-18:00,0,0,0,0,0,0,0,0,0,0
162,간송미술관,2,12,37.56804459,127.01089,서울특별시 중구 을지로7가 143,02-744-7830,kansong.org/museum/,"매주 토요일, 일요일, 공휴일",10:00-18:00,0,1,1,1,1,1,0,1,1,1
163,간송박물관,2,24,37.59446244,126.996239,서울특별시 성북구 성북동 81-2,02-744-7830,kansong.org/,"매주 토요일, 일요일, 공휴일",10:00-18:00,0,0,0,0,0,0,0,0,0,0
164,간월자연휴양림,5,87,35.5670949,129.056041,울산광역시 울주군 상북면 등억알프스리 698-1,정보없음,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,0,0,0
165,간절곶,5,87,35.35976614,129.361543,울산광역시 울주군 서생면 대송리 27-4,052-204-1000,정보없음,정보없음,정보없음,1,0,1,0,1,1,1,1,0,0
166,간절곶스포츠파크,5,87,35.37130892,129.336479,울산광역시 울주군 서생면 서생리 21-2,정보없음,정보없음,정보없음,정보없음,1,0,1,0,0,0,0,1,0,0
167,간현관광지,5,48,37.36520089,127.832401,강원도 원주시 지정면 간현리 1056-21,033-733-1330,ganhyeon.wonju.go.kr/?gid=ganhyeon,정보없음,"동절기 : 09:00-17:00, 하절기 : 09:00-18:00",1,1,1,0,1,1,1,1,0,0
168,갈곡들소리보존회,2,88,34.91880668,126.680824,전라남도 영암군 신북면 갈곡리 593-4,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
169,갈골한과체험전시관,2,84,37.81231804,128.830532,강원도 강릉시 사천면 노동리 448,033-647-5830,www.galgol-sanja.com/shop/experience/experience_intro.php?&,매주 일요일,"3월-10월 10:00-18:00, 11월-2월 10:00-17:00",1,0,1,0,0,0,0,0,0,0
170,갈라산산림욕장,5,89,36.50159719,128.752766,경상북도 안동시 남선면 도로리 142-1,054-840-6453,정보없음,연중무휴,상시개방,1,0,0,0,0,1,0,1,0,0
171,갈매동도당굿전수관,2,90,37.62619191,127.118556,경기도 구리시 갈매동 660,031-557-6383,www.gurimh.or.kr/bbs/content.php?co_id=culture_a,정보없음,정보없음,0,1,0,0,0,0,0,0,0,0
172,갈모봉산림욕장,5,40,34.9700372,128.269889,경상남도 고성군 고성읍 이당리 산 146-1,055-670-2671,https://url.kr/mcowli,정보없음,정보없음,1,0,0,0,0,1,1,0,0,0
173,갈목해수욕장,5,91,36.07687947,126.632769,충청남도 서천군 마서면 송석리,정보없음,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,0,0,0
174,갈미도예공방,1,17,37.52130379,127.162508,경기도 하남시 감북동 297,0507-1434-1311,정보없음,매주 일요일,10:00-18:00,1,0,0,0,0,0,0,0,0,1
175,갈산도예전시장,2,25,37.31984595,127.650144,경기도 여주시 오학동 62-12,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
176,갈색마을녹색농촌체험장,5,92,35.36206081,127.987635,경상남도 산청군 신안면 갈전리 16,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
177,갈음이해수욕장,5,93,36.67870342,126.156894,충청남도 태안군 근흥면 정죽리,041-675-1363,정보없음,정보없음,정보없음,1,0,1,0,0,0,0,0,0,0
178,갈전운동장,3,94,35.36682537,128.680561,경상남도 창원시 의창구 대산면 갈전리 691-2,055-212-5317,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,0,0,0
179,갈천리마을관리휴양지,5,95,37.90904883,128.502883,강원도 양양군 서면 갈천리 산 71,033-670-2176,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
180,갈현성,7,38,36.33446868,127.469319,대전광역시 동구 용운동 산 9,정보없음,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,1,0,0
181,갈현체육공원,6,96,37.57738695,126.730468,인천광역시 계양구 장기동 87-22,032-450-5921,www.gyeyang.go.kr/open_content/main/part/park/playground_galhyeon01.jsp,공휴일,정보없음,1,1,1,0,1,1,0,1,1,0
182,감곡CC,4,69,37.12486857,127.696716,충청북도 음성군 감곡면 문촌리 산 81-6,043-882-1600,www.gamgokcc.com/,정보없음,정보없음,1,0,1,0,0,1,1,0,1,0
183,감골시민홀감골운동장,3,97,37.29336791,126.855365,경기도 안산시 상록구 사동 1342,031-417-5013,www.ansanuc.net/home/10004/40002/contents.do,정보없음,정보없음,0,1,1,1,1,1,1,1,1,0
184,감리교신학대학교역사박물관,2,11,37.56791676,126.961892,서울특별시 서대문구 냉천동 31,02-361-9226,www.mtu.ac.kr/kor/CMS/CampusMgr/list.do?mCode=MN131,연중무휴,07:00-19:00,0,1,0,0,0,0,0,1,0,0
185,감만창의문화촌,2,53,35.11844574,129.081328,부산광역시 남구 감만동 78,051-745-7246,https://url.kr/ge1vyr,"매주 토요일, 일요일, 공휴일",09:00-18:00,1,0,1,0,1,1,0,1,1,1
186,감성갱도2020,1,98,35.6340577,129.351888,울산광역시 북구 신천동 270,052-296-2020,gsgd2020.modoo.at/,"매주 일요일, 월요일, 공휴일",10:00-19:00/토10-16,1,0,1,0,0,0,0,1,0,0
187,감악산유원지,5,2,37.93841476,126.947316,경기도 파주시 적성면 설마리 산 21-1,정보없음,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,1,0,0
188,감자꽃스튜디오,2,99,37.36879404,128.438822,강원도 평창군 평창읍 이곡리 333,033-332-5337,potatoflower.modoo.at/,정보없음,정보없음,1,0,1,0,0,0,0,0,0,0
189,감자바위유원지,5,86,38.08001697,127.468809,강원도 화천군 사내면 광덕리 산 273-13,033-442-1211,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,0,0,0
190,감지해변,5,100,35.07774842,129.071639,부산광역시 영도구 동삼동,051-419-4064,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
191,감천계곡유원지,5,18,35.19772853,128.507585,경상남도 창원시 마산회원구 내서읍 신감리 1409-4,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
192,감천문화마을작은박물관,2,101,35.09797021,129.010432,부산광역시 사하구 감천동 1-5,051-204-1444,www.gamcheon.or.kr/,정보없음,정보없음,0,0,0,0,0,0,0,1,0,0
193,감추해수욕장,5,70,37.50564985,129.118374,강원도 동해시 용정동,033-530-2234,www.gangwon.to/gwtour/gangwondo_trip/tourist_spot?control=AW0021_T&tourCode=TOSIGK00,연중무휴,상시개방,1,0,0,0,0,1,0,1,0,0
194,감포깍지길5코스,5,23,35.81175632,129.47019,경상북도 경주시 감포읍 호동리 174,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
195,감포축구장,3,23,35.80215076,129.492552,경상북도 경주시 감포읍 전동리 50-1,054-779-8004,https://url.kr/psq36w,정보없음,정보없음,1,0,0,0,0,1,1,1,0,0
196,갑을골권역영동조합법인체험마을,5,102,35.38182423,128.230451,경상남도 의령군 가례면 개승리 304,055-572-9977,gapeulgol.modoo.at/,정보없음,정보없음,1,0,1,0,0,0,1,1,0,0
197,갑재민속전시관,2,103,34.65203482,127.312557,전라남도 고흥군 두원면 운대리 458-3,정보없음,buncheong.goheung.go.kr/exhibit/gapjaeFolkExhibit.do,정보없음,정보없음,1,0,0,0,0,0,1,0,0,0
198,갑진모래해변,5,104,37.25636075,126.310961,인천광역시 옹진군 자월면 자월리,정보없음,정보없음,연중무휴,00:00-24:00,0,0,0,0,0,0,0,1,0,0
199,갑천야구장,3,105,36.4420111,127.390258,대전광역시 대덕구 문평동 688,정보없음,www.gameone.kr/league/?lig_idx=469,연중무휴,예약제,1,0,0,0,0,0,1,1,0,0
200,갓바위관광지,5,38,35.97076609,128.728047,대구광역시 동구 능성동 613-11,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
201,갓바위워터파크,4,106,35.96219925,128.769153,경상북도 경산시 와촌면 음양리 3-2,053-852-8800,정보없음,정보없음,07:00-21:00,1,0,0,0,0,0,0,0,0,0
202,갓전시관,2,45,33.43721075,126.670694,제주특별자치도 제주시 조천읍 교래리 457-1,064-782-8778,https://url.kr/b7ymxr,"매주 일요일, 월요일, 공휴일","평일 : 10:00-17:00 , 주말 : 10:00-17:00",1,0,1,1,1,1,0,1,0,0
203,강감찬전시관,2,9,37.47197208,126.959371,서울특별시 관악구 봉천동 228,02-879-5618,https://url.kr/o5sz1c,"매주 월요일, 공휴일",화-일 10:00-18:00 (동절기 1-2월 10:00-17:00),0,1,1,1,1,1,1,1,0,0
204,강강수월래전수관,2,36,34.57264891,126.310144,전라남도 해남군 문내면 학동리 1021-3,061-533-8810,ggsr.kr/,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
205,강경덕유정,2,107,36.1644729,127.018561,충청남도 논산시 강경읍 동흥리 47,정보없음,정보없음,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
206,강경역사문화원,1,107,36.16210518,127.015121,충청남도 논산시 강경읍 서창리 51-1,041-745-3444,정보없음,"매주 월요일, 공휴일",정보없음,1,0,0,0,0,0,0,0,0,0
207,강경젓갈전시관,2,107,36.15755625,127.009806,충청남도 논산시 강경읍 황산리 198,041-746-5946,www.nonsan.go.kr/ggfestival/,정보없음,정보없음,1,0,1,0,0,0,0,0,0,0
208,강구대게축구장,3,108,36.36298776,129.389958,경상북도 영덕군 강구면 강구리 171-1,054-730-7191,www.culture.go.kr/space/athleticsView.do?seq=5975,매주 월요일,정보없음,1,0,0,0,1,1,1,0,0,0
209,강남300CC,4,35,37.3869502,127.182382,경기도 광주시 목동 497-6,031-719-0300,www.kn300.com/,정보없음,정보없음,1,0,1,0,0,1,1,0,0,0
210,강남씨어터,1,71,37.49537321,127.033284,서울특별시 강남구 역삼동 829-20,02-6712-0535,www.gfac.kr/,정보없음,정보없음,1,1,1,0,1,1,1,1,1,0
211,강남아트홀,1,109,37.50010872,127.024865,서울특별시 서초구 서초동 1307,070-8129-7420,cafe.daum.net/gangnamarthall,정보없음,정보없음,0,0,0,0,0,0,0,0,0,0
212,강남축구공원제1축구장,3,84,37.74174928,128.906248,강원도 강릉시 노암동 산 35,033-640-4552,www.gn.go.kr/gaf/sub02_03_01.do,연중무휴,"하계(3월-10월) : 05:00-22:00, 동계(11월-다음해 2월) : 06:00-22:00",1,0,1,0,0,1,1,1,0,0
213,강남축구공원제2축구장,3,84,37.74338165,128.90653,강원도 강릉시 노암동 110,033-640-4552,www.gn.go.kr/gaf/sub02_03_01.do,연중무휴,"3월-10월 05:00-22:00, 11월-2월 06:00-22:00",1,0,1,0,0,1,1,1,0,0
214,강남축구공원제3축구장,3,84,37.74338165,128.90653,강원도 강릉시 노암동 110,033-640-4552,www.gn.go.kr/gaf/sub02_03_01.do,연중무휴,"3월-10월 05:00-22:00, 11월-2월 06:00-22:00",1,0,1,0,0,1,1,1,0,0
215,강남카누클럽,4,30,37.5270468,127.079441,서울특별시 광진구 자양동 564,02-457-4757,cafe.daum.net/gangnamcanoe/,연중무휴,09:00-19:00,0,1,0,0,0,0,0,0,0,0
216,강남KPOP전용관,1,71,37.5062489,127.066848,서울특별시 강남구 대치동 1004-1,0507-1428-5578,grandhill.co.kr/,정보없음,정보없음,1,0,1,0,1,1,1,1,1,0
217,강동몽돌해수욕장,5,98,35.63171093,129.429028,울산광역시 북구 산하동,정보없음,정보없음,정보없음,정보없음,1,0,1,0,1,1,0,1,0,0
218,강동아트센터,1,110,37.55122046,127.157343,서울특별시 강동구 상일동 477,02-440-0500,www.gdfac.or.kr/web/index.do,정보없음,09:00-18:00,1,1,1,0,1,1,0,0,1,0
219,강동축구장,3,98,35.58978593,129.458191,울산광역시 북구 당사동 225-5,정보없음,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,1,0,0
220,강동허브단지,5,110,37.5364816,127.150962,서울특별시 강동구 둔촌동 575-3,02-3425-5000,정보없음,연중무휴,상시개방,0,0,1,0,0,0,0,1,0,0
221,강릉고려성,7,84,37.70797868,129.007615,강원도 강릉시 강동면 정동진리 산 25,033-640-5118,https://url.kr/el1q9c,연중무휴,상시개방,0,0,0,0,0,0,0,1,0,0
222,강릉남대천체육공원리틀야구장,3,84,37.77037155,128.933381,강원도 강릉시 병산동 643-1,033-660-3355,www.gn.go.kr/gaf/sub02_04_02.do,연중무휴,"하계(3월-10월) : 05:00-22:00, 동계(11월-다음해 2월) : 06:00-22:00",0,1,1,0,0,1,0,1,0,0
223,강릉남대천체육공원축구장,3,84,37.77036206,128.929306,강원도 강릉시 병산동 901,033-660-3351,정보없음,공휴일,오전05:00-오후22:00 (주말:05:00-22:00),0,1,1,0,0,1,0,1,0,0
224,강릉농악전수교육관,2,84,37.77367947,128.898418,강원도 강릉시 교동 2-10,033-642-4470,www.gn.go.kr/www/contents.do?key=675,정보없음,정보없음,1,0,1,0,0,1,0,1,0,0
225,강릉단오제전수교육관,1,84,37.74820182,128.895041,강원도 강릉시 노암동 722-2,033-660-3940,www.gn.go.kr/dano/index.do,공휴일,매일 09:00-18:00,1,0,1,0,1,1,1,1,1,1
226,강릉대공산성,7,84,37.75486047,128.771009,강원도 강릉시 성산면 보광리 산 1,033-640-5118,https://url.kr/fpw254,연중무휴,상시개방,0,0,0,0,0,0,0,1,0,0
227,강릉사천요트장,4,84,37.83483808,128.875452,강원도 강릉시 사천면 사천진리 86-150,033-640-5988,정보없음,정보없음,정보없음,1,0,0,0,0,0,0,1,0,0
228,강릉선교장민속자료전시관,2,84,37.7872994,128.884542,강원도 강릉시 운정동 431,033-646-3270,knsgj.net/contact,정보없음,"하절기 03월-10월,매일 09:00-18:00,동절기 11월-02월,매일 09:00-17:00",1,0,0,0,0,1,1,1,0,1
229,강릉선교장전통가구박물관,2,84,37.84932552,128.788164,강원도 강릉시 연곡면 신왕리 산 215,033-646-3270,정보없음,매주 월요일,9:00-18:00,1,0,0,0,0,1,1,1,0,1
230,강릉선교장전통문화체험관,2,84,37.7872994,128.884542,강원도 강릉시 운정동 431,033-646-3270,www.knsgj.net/,정보없음,"하절기 09:00-18:00, 동절기 09:00-17:00",1,0,0,0,0,1,1,1,0,1
231,강릉솔향수목원,5,84,37.69786314,128.861714,강원도 강릉시 구정면 구정리 산 135,033-660-2322,www.gn.go.kr/solhyang/index.do,매주 월요일,정보없음,1,0,1,1,1,1,1,1,1,1
232,강릉시립미술관,2,84,37.76055167,128.890841,강원도 강릉시 교동 904-14,033-640-4271,www.gn.go.kr/mu/index.do,"매주 월요일, 공휴일",09:00-18:00,1,0,1,0,1,1,1,1,1,1
233,강릉시숲사랑홍보관,2,84,37.81715301,128.851319,강원도 강릉시 사천면 덕실리 23-1,033-640-4852,gtdc.or.kr/dzSmart/plug/travel/Theme/lovingforest.do,"매주 월요일, 공휴일",09:00∼18:00 (17:00까지 입장 가능),1,0,1,0,1,1,1,1,0,1
234,강릉시숲사랑홍보관영상체험관,2,84,37.81715301,128.851319,강원도 강릉시 사천면 덕실리 23-1,033-644-4852,정보없음,매주 월요일,09:00∼18:00(17:00까지 입장 가능),1,0,1,0,1,1,1,1,0,1
